ocid,mnth,start_date,end_date,co2_pm
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-06-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-07-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-08-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-09-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-10-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-11-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2021-12-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-01-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-02-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-03-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-04-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-05-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-06-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-07-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-08-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-09-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-10-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-11-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2022-12-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-01-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-02-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-03-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-04-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-05-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-06-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-07-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-08-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-09-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-10-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-11-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2023-12-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-01-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-02-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-03-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-04-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-05-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-06-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-07-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-08-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-09-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-10-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-11-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2024-12-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-01-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-02-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-03-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-04-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-05-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-06-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-20d9ad1e-1088-4f16-8406-4f754ed254fc,2025-07-01,2016-04-01,2025-07-01,8.329025310834814
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2016-10-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2016-11-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2016-12-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-01-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-02-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-03-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-04-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-05-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-06-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-07-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-08-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-09-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-10-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-11-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2017-12-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-01-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-02-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-03-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-04-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-05-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-06-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-07-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-08-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-09-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-10-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-11-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2018-12-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-01-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-02-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-03-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-04-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-05-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-06-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-07-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-08-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-09-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-10-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-11-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2019-12-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-01-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-02-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-03-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-04-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-05-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-06-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-07-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-08-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-09-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-10-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-11-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2020-12-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-01-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-02-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-03-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-04-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-05-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-06-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-07-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-08-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-39ad3dca-66c3-4041-af45-876841802df6,2021-09-01,2016-10-01,2021-09-30,5.449255971780822
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-06-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-07-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-08-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-09-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-10-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-11-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2017-12-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-01-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-02-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-03-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-04-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-05-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-06-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-07-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-08-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-09-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-10-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-11-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2018-12-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-01-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-02-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-03-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-04-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-05-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-06-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-07-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-08-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-09-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-10-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-11-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2019-12-01,2017-06-01,2021-05-31,0.9583343835616439
ocds-0c46vo-0001-5aca8cbe-b87a-480b-8c08-042b7e996db2,2020-01-01,2017-06-01,2021-05-31,0.9583343835616439
