ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2015-10-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2015-11-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2015-12-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-01-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-02-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-03-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-04-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-05-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-06-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-07-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-08-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-09-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-10-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-11-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2016-12-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2017-01-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2017-02-01,2015-10-08,2021-10-01,0.21585973312585813
ocds-0c46vo-0001-08430f74-48a7-41df-87b0-c154c81b2c12,2017-03-01,2015-10-08,2021-10-01,0.21585973312585813
